Video,Our Video?,New Vid for V3?,None (1-0),Ear (1-0),Tail (1-0),Teats (1-0),Other (1-0),Focal individual,Notes:,smoke_path,smoke_exists,overlap_by_filename,best_match_path,best_hash_dist,overlap_by_hash,overlap_by_match,smoke_sig_valid,smoke_sig_error,labels
01.mp4,1,0,0.0,0.0,0.0,0.0,1.0,Standing heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\01.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709093002_20240709100002.mp4,79.0,False,False,True,,['other']
02.mp4,0,1,0.0,0.0,0.0,1.0,0.0,Right heifer in the foreground,,E:\Downey cross-sucking videos 2024\smoke_test\videos\02.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 7\N884A6_ch7_main_20240709050000_20240709053000.mp4,72.0,False,False,True,,['teat']
03.mp4,1,0,0.0,0.0,0.0,1.0,0.0,Right heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\03.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709133002_20240709140002.mp4,76.0,False,False,True,,['teat']
04.mp4,1,0,1.0,0.0,0.0,0.0,0.0,Left heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\04.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709080002_20240709083002.mp4,62.0,False,False,True,,['none']
05.MOV,1,0,1.0,0.0,0.0,0.0,0.0,Left heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\05.MOV,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 9\N884A6_ch9_main_20240706093003_20240706100003.mp4,78.0,False,False,True,,['none']
06.mp4,1,1,0.0,0.0,1.0,0.0,0.0,Green collared heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\06.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 10\N884A6_ch10_main_20240709080003_20240709083003.mp4,72.0,False,False,True,,['tail']
07.mp4,0,0,1.0,0.0,0.0,0.0,0.0,Right heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\07.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 10\N884A6_ch10_main_20240709070003_20240709073003.mp4,75.0,False,False,True,,['none']
08.mp4,1,0,1.0,0.0,0.0,0.0,0.0,Standing heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\08.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 9\N884A6_ch9_main_20240706093003_20240706100003.mp4,66.0,False,False,True,,['none']
09.mp4,1,0,0.0,0.0,0.0,1.0,1.0,Brown heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\09.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706043000_20240706050001.mp4,75.0,False,False,True,,"['teat', 'other']"
10.mp4,0,0,0.0,0.0,0.0,0.0,1.0,Left heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\10.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 9\N884A6_ch9_main_20240706083003_20240706090003.mp4,81.0,False,False,True,,['other']
11.mp4,1,0,0.0,0.0,1.0,0.0,1.0,Foreground heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\11.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 10\N884A6_ch10_main_20240709080003_20240709083003.mp4,61.0,False,False,True,,"['tail', 'other']"
12.mp4,1,1,0.0,0.0,0.0,1.0,1.0,Left foreground heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\12.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709133002_20240709140002.mp4,66.0,False,False,True,,"['teat', 'other']"
13.mp4,1,1,0.0,0.0,1.0,0.0,0.0,Left most heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\13.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709100002_20240709103002.mp4,72.0,False,False,True,,['tail']
14.mp4,1,0,1.0,0.0,0.0,0.0,0.0,Foreground heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\14.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709140002_20240709143002.mp4,73.0,False,False,True,,['none']
15.mp4,1,0,0.0,0.0,0.0,1.0,0.0,Left heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\15.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 10\N884A6_ch10_main_20240709070003_20240709073003.mp4,68.0,False,False,True,,['teat']
16.mp4,0,1,0.0,0.0,0.0,1.0,0.0,White heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\16.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240707013001_20240707020001.mp4,70.0,False,False,True,,['teat']
17.mp4,1,0,0.0,1.0,0.0,0.0,0.0,Second heifer from left,,E:\Downey cross-sucking videos 2024\smoke_test\videos\17.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 9\N884A6_ch9_main_20240706130003_20240706133003.mp4,70.0,False,False,True,,['ear']
18.mp4,0,0,0.0,0.0,1.0,0.0,1.0,Left heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\18.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706220001_20240706223001.mp4,74.0,False,False,True,,"['tail', 'other']"
19.mp4,0,0,1.0,0.0,0.0,0.0,0.0,Centered heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\19.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 9\N884A6_ch9_main_20240706113004_20240706120003.mp4,86.0,False,False,True,,['none']
20.mp4,0,1,0.0,0.0,0.0,1.0,0.0,Background heifer,"I'd be inclined to drop - it does show intersucking, but in a way that wouldn't be possible with our heifers (teats too small that they wouldn't be able to see this same expression in our groups); 16 is similar, but most of that video is focused on the head orientation instead",E:\Downey cross-sucking videos 2024\smoke_test\videos\20.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709093002_20240709100002.mp4,65.0,False,False,True,,['teat']
21.MOV,1,0,0.0,1.0,0.0,0.0,0.0,Yellow collared heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\21.MOV,True,False,,,False,False,False,could not sample 3 frames (seek + fallback failed),['ear']
22.mp4,0,0,0.0,0.0,0.0,0.0,1.0,Left heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\22.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 9\N884A6_ch9_main_20240706093003_20240706100003.mp4,62.0,False,False,True,,['other']
23.mp4,0,1,0.0,,0.0,0.0,0.0,Right heifer ,,E:\Downey cross-sucking videos 2024\smoke_test\videos\23.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 9\N884A6_ch9_main_20240706050003_20240706053003.mp4,71.0,False,False,True,,[]
24.mp4,0,1,0.0,1.0,0.0,0.0,0.0,Bottom right corner heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\24.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 9\N884A6_ch9_main_20240706143003_20240706150003.mp4,78.0,False,False,True,,['ear']
25.mp4,1,0,0.0,0.0,0.0,0.0,1.0,Right heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\25.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709130002_20240709133002.mp4,67.0,False,False,True,,['other']
26.mp4,1,0,0.0,1.0,0.0,0.0,0.0,Standing heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\26.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 9\N884A6_ch9_main_20240706113004_20240706120003.mp4,67.0,False,False,True,,['ear']
27.mp4,1,0,1.0,0.0,0.0,0.0,0.0,Sitting heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\27.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 9\N884A6_ch9_main_20240706143003_20240706150003.mp4,75.0,False,False,True,,['none']
28.mp4,0,0,0.0,1.0,0.0,0.0,0.0,Black heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\28.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 16\N884A6_ch16_main_20240717220003_20240717223003.mp4,67.0,False,False,True,,['ear']
29.mp4,1,0,0.0,0.0,0.0,1.0,0.0,Left heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\29.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 10\N884A6_ch10_main_20240709080003_20240709083003.mp4,76.0,False,False,True,,['teat']
30.mp4,1,0,0.0,0.0,0.0,1.0,0.0,Brown heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\30.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240707023001_20240707030001.mp4,79.0,False,False,True,,['teat']
31.mp4,1,0,0.0,0.0,1.0,0.0,1.0,Right heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\31.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709130002_20240709133002.mp4,71.0,False,False,True,,"['tail', 'other']"
32.mp4,0,0,1.0,0.0,0.0,0.0,0.0,Left heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\32.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706230001_20240706233001.mp4,72.0,False,False,True,,['none']
33.mp4,1,0,1.0,0.0,0.0,0.0,0.0,Centered standing heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\33.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 7\N884A6_ch7_main_20240706230001_20240706233001.mp4,48.0,False,False,True,,['none']
34.mp4,1,0,0.0,0.0,0.0,0.0,1.0,Left heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\34.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 10\N884A6_ch10_main_20240709073003_20240709080003.mp4,69.0,False,False,True,,['other']
35.mp4,1,0,0.0,0.0,0.0,0.0,1.0,Brown heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\35.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 8\N884A6_ch8_main_20240805050000_20240805053000.mp4,75.0,False,False,True,,['other']
36.mp4,1,0,1.0,0.0,0.0,0.0,0.0,Right heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\36.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709120002_20240709123002.mp4,68.0,False,False,True,,['none']
37.mp4,0,1,1.0,0.0,0.0,0.0,0.0,Top right corner heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\37.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709160001_20240709163001.mp4,75.0,False,False,True,,['none']
38.mp4,1,0,0.0,1.0,0.0,0.0,0.0,Top heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\38.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709160001_20240709163001.mp4,74.0,False,False,True,,['ear']
39.mp4,0,1,0.0,0.0,1.0,0.0,0.0,Right heifer ,,E:\Downey cross-sucking videos 2024\smoke_test\videos\39.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 8\N884A6_ch8_main_20240805080000_20240805083000.mp4,78.0,False,False,True,,['tail']
40.mp4,1,1,0.0,1.0,0.0,0.0,0.0,Centered standing heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\40.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 10\N884A6_ch10_main_20240717050000_20240717053000.mp4,57.0,False,False,True,,['ear']
41.mp4,1,0,1.0,0.0,0.0,0.0,0.0,Right heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\41.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709113002_20240709120002.mp4,78.0,False,False,True,,['none']
42.mp4,1,0,1.0,0.0,0.0,0.0,0.0,Top heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\42.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 10\N884A6_ch10_main_20240709080003_20240709083003.mp4,82.0,False,False,True,,['none']
43.mp4,1,0,0.0,0.0,0.0,1.0,0.0,Right heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\43.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 10\N884A6_ch10_main_20240709080003_20240709083003.mp4,75.0,False,False,True,,['teat']
44.mp4,1,0,0.0,1.0,0.0,0.0,0.0,Standing heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\44.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709093002_20240709100002.mp4,68.0,False,False,True,,['ear']
45.mp4,1,1,0.0,1.0,0.0,0.0,0.0,Standing heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\45.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 8\N884A6_ch8_main_20240805070000_20240805073000.mp4,71.0,False,False,True,,['ear']
46.mp4,1,1,0.0,1.0,0.0,0.0,0.0,Standing heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\46.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 9\N884A6_ch9_main_20240706143003_20240706150003.mp4,73.0,False,False,True,,['ear']
47.mp4,0,0,1.0,0.0,0.0,0.0,0.0,Left heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\47.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 9\N884A6_ch9_main_20240706083003_20240706090003.mp4,84.0,False,False,True,,['none']
48.mp4,1,1,0.0,0.0,1.0,0.0,0.0,Foreground heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\48.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709123002_20240709130002.mp4,77.0,False,False,True,,['tail']
49.mp4,1,1,0.0,1.0,0.0,0.0,0.0,Brown collar-less heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\49.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709160001_20240709163001.mp4,77.0,False,False,True,,['ear']
50.mp4,1,0,0.0,0.0,0.0,0.0,1.0,Sitting heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\50.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709130002_20240709133002.mp4,71.0,False,False,True,,['other']
51.mp4,1,0,1.0,0.0,0.0,0.0,0.0,Yellow collared heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\51.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709140002_20240709143002.mp4,65.0,False,False,True,,['none']
52.mp4,0,0,0.0,0.0,1.0,0.0,1.0,Left heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\52.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 16\N884A6_ch16_main_20240717230003_20240717233003.mp4,68.0,False,False,True,,"['tail', 'other']"
53.mp4,1,0,0.0,0.0,0.0,0.0,1.0,Brown heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\53.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 9\N884A6_ch9_main_20240706080003_20240706083003.mp4,75.0,False,False,True,,['other']
54.mp4,1,0,0.0,0.0,0.0,0.0,1.0,Standing heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\54.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 9\N884A6_ch9_main_20240706103003_20240706110003.mp4,59.0,False,False,True,,['other']
55.mp4,1,0,0.0,1.0,0.0,0.0,0.0,Foreground heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\55.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709110002_20240709113002.mp4,68.0,False,False,True,,['ear']
56.mp4,1,0,0.0,0.0,1.0,0.0,0.0,Right foreground heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\56.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 1\Cam 9\N884A6_ch9_main_20240706143003_20240706150003.mp4,71.0,False,False,True,,['tail']
57.mp4,1,1,1.0,0.0,0.0,0.0,0.0,Yellow collared heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\57.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\N884A6_ch8_main_20240709160001_20240709163001.mp4,61.0,False,False,True,,['none']
58.mp4,1,1,0.0,0.0,1.0,0.0,0.0,Green collared heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\58.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\N884A6_ch9_main_20240709110002_20240709113002.mp4,71.0,False,False,True,,['tail']
59.mp4,1,0,0.0,0.0,0.0,0.0,1.0,Blue collared heifer,,E:\Downey cross-sucking videos 2024\smoke_test\videos\59.mp4,True,False,E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 10\N884A6_ch10_main_20240717050000_20240717053000.mp4,78.0,False,False,True,,['other']
