path,reason
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch8_main_20240710023001_20240710030001.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch8_main_20240710030001_20240710033001.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch8_main_20240710033001_20240710040001.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch8_main_20240710040001_20240710043001.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch8_main_20240710043001_20240710050001.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709050002_20240709053002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709053002_20240709060002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709060002_20240709063002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709063002_20240709070002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709070002_20240709073002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709073002_20240709080002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709080002_20240709083002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709083002_20240709090002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709090002_20240709093002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709093002_20240709100002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709100002_20240709103002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709103002_20240709110002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709110002_20240709113002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709113002_20240709120002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709120002_20240709123002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709123002_20240709130002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709130002_20240709133002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709133002_20240709140002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709140002_20240709143002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709143002_20240709150002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709150002_20240709153002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709153002_20240709160002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709160002_20240709163002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709163002_20240709170002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709170002_20240709173002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709173002_20240709180002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709180002_20240709183002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709183002_20240709190002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709190002_20240709193002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709193002_20240709200002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709200002_20240709203002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709203002_20240709210002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709210002_20240709213002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709213002_20240709220002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709220002_20240709223002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709223002_20240709230002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709230002_20240709233002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240709233002_20240710000000.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240710000000_20240710003002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240710003002_20240710010002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240710010002_20240710013002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240710013002_20240710020002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240710020002_20240710023002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240710023002_20240710030002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240710030002_20240710033002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240710033002_20240710040002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240710040002_20240710043002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch9_main_20240710043002_20240710050002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709050003_20240709053003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709053003_20240709060003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709060003_20240709063003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709063003_20240709070003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709070003_20240709073003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709073003_20240709080003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709080003_20240709083003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709083003_20240709090003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709090003_20240709093003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709093003_20240709100003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709100003_20240709103003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709103003_20240709110003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709110003_20240709113003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709113003_20240709120003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709120003_20240709123003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709123003_20240709130003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709130003_20240709133003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709133003_20240709140003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709140003_20240709143003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709143003_20240709150003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709150003_20240709153003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709153003_20240709160003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709160003_20240709163003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709163003_20240709170003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709170003_20240709173003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709173003_20240709180003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709180003_20240709183003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709183003_20240709190003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709190003_20240709193003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709193003_20240709200003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709200003_20240709203003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709203003_20240709210003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709210003_20240709213003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709213003_20240709220003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709220003_20240709223003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709223003_20240709230003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709230003_20240709233003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240709233003_20240710000000.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240710000000_20240710003003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240710003003_20240710010003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240710010003_20240710013003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240710013003_20240710020003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240710020003_20240710023003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240710023003_20240710030003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240710030003_20240710033003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240710033003_20240710040003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240710040003_20240710043003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\._N884A6_ch10_main_20240710043003_20240710050003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 10\._N884A6_ch10_main_20240709073003_20240709080003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\._N884A6_ch9_main_20240709073002_20240709080002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\._N884A6_ch9_main_20240709110002_20240709113002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\._N884A6_ch9_main_20240709113002_20240709120002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\._N884A6_ch9_main_20240709233002_20240710000000.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 9\._N884A6_ch9_main_20240709170002_20240709173002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\._N884A6_ch8_main_20240709073001_20240709080001.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\._N884A6_ch8_main_20240709113001_20240709120001.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\._N884A6_ch8_main_20240709123001_20240709130001.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 1 Day 4\Cam 8\._N884A6_ch8_main_20240709120001_20240709123001.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 16\._N884A6_ch16_main_20240717060003_20240717063003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 16\._N884A6_ch16_main_20240717100003_20240717103003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 16\._N884A6_ch16_main_20240717160003_20240717163003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 16\._N884A6_ch16_main_20240717163003_20240717170003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 16\._N884A6_ch16_main_20240717173003_20240717180003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 16\._N884A6_ch16_main_20240717073003_20240717080003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 11\._N884A6_ch11_main_20240717100001_20240717103001.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 11\._N884A6_ch11_main_20240717060001_20240717063001.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 11\._N884A6_ch11_main_20240717073001_20240717080001.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 11\._N884A6_ch11_main_20240717163001_20240717170001.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 11\._N884A6_ch11_main_20240717173001_20240717180001.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 12\._N884A6_ch12_main_20240717070002_20240717073002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 12\._N884A6_ch12_main_20240717060002_20240717063002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 2 Day 4\Cam 12\._N884A6_ch12_main_20240717073002_20240717080002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\._N884A6_ch16_main_20240805090004_20240805093003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\._N884A6_ch16_main_20240805060004_20240805063003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\._N884A6_ch16_main_20240805150003_20240805153003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 8\._N884A6_ch8_main_20240805080000_20240805083000.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 8\._N884A6_ch8_main_20240805060000_20240805063000.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 8\._N884A6_ch8_main_20240805150000_20240805153000.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 12\._N884A6_ch12_main_20240805080002_20240805083002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 12\._N884A6_ch12_main_20240805060002_20240805063002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 12\._N884A6_ch12_main_20240805103002_20240805110002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 12\._N884A6_ch12_main_20240805093002_20240805100002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 12\._N884A6_ch12_main_20240805100002_20240805103002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 12\._N884A6_ch12_main_20240805150002_20240805153002.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 14\N884A6_ch14_main_20240805110303_20240805110306.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 14\N884A6_ch14_main_20240806002810_20240806002843.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 14\._N884A6_ch14_main_20240805070003_20240805073003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 14\._N884A6_ch14_main_20240805060003_20240805063003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 14\._N884A6_ch14_main_20240805063003_20240805070003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 14\._N884A6_ch14_main_20240805080003_20240805083003.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 14\._N884A6_ch14_main_20240805093003_20240805095249.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 14\._N884A6_ch14_main_20240805095907_20240805101157.mp4,decode_or_hash_failed
E:\Downey cross-sucking videos 2024\2 weeks post-grouping (not annotated)\Group 2 Week 2\Cam 1\._N884A6_ch1_main_20240731063000_20240731070000.mp4,decode_or_hash_failed
